image,xmin,ymin,xmax,ymax,label,time_stamp,time_in_sec,Time,GPS_Latitude,GPS_Longitude,HD_GT_lat,HD_GT_long,est_dist_x,est_dist_y,est_angle_btwn_boun_box_cam,est_bearing_btwn_cam_obj,lat_x,long_x,lat_y,long_y,est_gps_x_diff_gt_gps,est_gps_y_diff_gt_gps,cam_est_dist_x_diff_marker_dist,cam_est_dist_y_diff_marker_dist
1641594572935039293.jpg,989.5930949445133,682.1052631578946,1038.5203934186193,723.379958303351,10,1641594572935039293,1641594572,16415945728967498,33.5514,-84.167356,33.5513049,-84.1673621,7.6,9.0,2.608443121420639,3.9240761139734914,33.551373,-84.167356,33.551386,-84.167355,3.0,1.6,2.4000000000000004,1.0
1641594575382999873.jpg,991.960542540074,682.3273026315788,1039.3094944512948,720.2220394736842,10,1641594575382999873,1641594575,16415945758878028,33.5514034,-84.1673599,33.5513049,-84.1673621,7.8,9.8,2.5245441915725433,3.9247955260557457,33.551375,-84.167356,33.551393,-84.167355,3.2,1.2,2.2,0.1999999999999993
1641594571777339677.jpg,991.1714415073984,686.2747192382809,1025.1048088779285,725.7483793559824,10,1641594571777339677,1641594571,16415945718958776,33.5513998,-84.1673555,33.5513049,-84.1673621,10.9,9.4,1.8091518643446098,3.946020530819665,33.551403,-84.167354,33.551389,-84.167355,0.4,1.2,0.9000000000000004,0.5999999999999996
1641594576529589972.jpg,993.5388891029594,680.7483793559827,1034.5745992601728,715.485197368421,10,1641594576529589972,1641594576,16415945768960066,33.5514044,-84.16736080000001,33.5513049,-84.1673621,9.0,10.7,2.189283621429165,3.9240761139733054,33.551386,-84.167355,33.551401,-84.167354,2.1,0.7,1.0,0.6999999999999993
1641594574165040894.jpg,990.3823404747226,682.3273026315788,1037.7312923859433,723.379958303351,10,1641594574165040894,1641594574,16415945748958312,33.5514025,-84.1673589,33.5513049,-84.1673621,7.8,9.0,2.5242841284401205,3.924076083715367,33.551375,-84.167356,33.551386,-84.167355,3.1,1.9,2.2,1.0
1641594578842378111.jpg,993.5388891029594,679.1694560803865,1037.7312923859433,720.2220394736842,10,1641594578842378111,1641594578,16415945788759186,33.5514055,-84.16736230000001,33.5513049,-84.1673621,8.4,9.0,2.356825729761207,3.924795622095635,33.55138,-84.167356,33.551386,-84.167355,2.9,2.3,1.5999999999999996,1.0
1641594580066308636.jpg,993.5388891029594,682.3273026315788,1034.5745992601728,715.4851973684209,10,1641594580066308636,1641594580,16415945808941598,33.5514066,-84.1673636,33.5513049,-84.1673621,9.0,11.2,2.189038767079685,3.9240761139733054,33.551386,-84.167355,33.551405,-84.167354,2.4,0.9,1.0,1.1999999999999993
1641594581273254659.jpg,991.960542540074,677.5904605263157,1036.152945823058,718.6431161980879,10,1641594581273254659,1641594581,16415945818807284,33.5514073,-84.1673645,33.5513049,-84.1673621,8.4,9.0,2.357649807079604,3.9240761139733054,33.55138,-84.167356,33.551386,-84.167355,3.1,2.5,1.5999999999999996,1.0
1641594582477401363.jpg,990.3823404747226,672.8536184210526,1036.152945823058,715.485197368421,10,1641594582477401363,1641594582,16415945828962610,33.5514075,-84.16736510000001,33.5513049,-84.1673621,8.1,8.7,2.4433178329696363,3.9247522989584076,33.551378,-84.167356,33.551383,-84.167356,3.4,2.9,1.9000000000000004,1.3000000000000007
1641594577674527084.jpg,991.960542540074,676.0115372507195,1032.9963971948212,718.6431161980879,10,1641594577674527084,1641594577,16415945778838032,33.5514052,-84.1673617,33.5513049,-84.1673621,9.0,8.7,2.1898003900984846,3.926120535822195,33.551386,-84.167355,33.551383,-84.167356,2.2,2.5,1.0,1.3000000000000007
1641594584779911063.jpg,991.960542540074,674.4326139751233,1037.7312923859433,720.2220394736842,10,1641594584779911063,1641594584,16415945848763318,33.5514079,-84.1673656,33.5513049,-84.1673621,8.1,8.1,2.4419491248113974,3.924090949057209,33.551378,-84.167356,33.551378,-84.167356,3.4,3.4,1.9000000000000004,1.9000000000000004
1641594583633444086.jpg,993.5388891029594,674.4326139751233,1037.7312923859433,715.485197368421,10,1641594583633444086,1641594583,16415945838845078,33.5514078,-84.1673656,33.5513049,-84.1673621,8.4,9.0,2.3583965034436774,3.924795622095635,33.55138,-84.167356,33.551386,-84.167355,3.2,2.6,1.5999999999999996,1.0
